Start Timing,Duration,Text,Merged
5011304,3646,is a dick...with some balls.,    n
5017842,1212,The problem with dicks...,    n
5019055,2272,is sometimes they fuck too much!,    n
5021264,2470,Or fuck when it isn't appropiate...,    n
5023798,2580,Yes Gary/ yes!,    n
5026378,2974,And it takes a pussy to show him that.,    n
5029352,1936,But sometimes pussies get so full of shit...,    n
5031344,2120,that they become assholes themselves!,    a
5034184,4132,Because pussies are only an inch and half away form assholes.,    a
5039807,2698,I don't know much in this crazy crazy world...,    n
5042574,2108,but I do know ...,    j
5044986,3837,that if you don't let us fuck this asshole/,    a
5049112,3837,we are going to have our dicks and pussies all covered in shit.,    a
5071172,3837,Stop what you are doing Kim Jong-Il!,    n
5075297,3070,Do something Alec Baldwin!,    f
5078367,3835,The global warming and corporate America ...,    f
5082684,3835,Quiet you! You are worthless Alec Baldwin!,    a
5095612,1068,Don't fucking move!,    a
5096681,2618,You were all going to be treated to a fabulous show!,    a
5099372,3395,- But now party is over for I am the great Kim Jong-Il. - Lic!,    a
5103112,3838,And I am the greatest terrorist ever to have lived.,    a
5107333,3837,Terrorize this!,    n
5123736,959,Lic/ are you ok?,    s
5124695,2973,No Gary. The coundown - you have to stop it.,    f
5127668,1055,What do I do?,    f
5128723,3835,Hit the big cancel button!,    f
5136744,1631,Gary/ how did you manage this?,    s
5138604,862,Spottswoode helped me.,    n
5139466,862,Spottswoode?,    s
5140328,1152,He is alive?,    s
5141480,2176,Lic ... I am crazy about you!,    j
5143657,1665,- Will you please forgive me If I can just ... - Shhh!,    j
5145504,2670,You had me a dicks fuck assholes.,    j
5148854,2744,Attention! Attention Everyone!,    n
5151424,2585,All of you in the audience should go to your homes now.,    n
5154333,1240,Your countries need you!,    n
5155740,1476,But the world will be cfe!,    n
5157467,1267,Thanks to a briliant actor...,    n
5158735,4327,named Gary Johnston.,    n
5179394,2609,Let me explain to you the kind of man Gary is.,    n
5182753,907,He is a man who knows...,    n
5183544,1855,that when you put another man's cock in your mouth...,    n
5185517,959,you make a pact!,    n
5186984,1836,A bond that cannot be broken!,    n
5189403,1292,He is the man so dedicated...,    n
5190696,1453,that he will get down on his knees...,    n
5191904,2031,and put that cock right into his mouth!,    n
5196424,1438,Wait a minute! Look!,    f
5203327,3185,You have not had the last of Kim Jong-Il.,    a
5206512,3165,I will return.,    a
5209677,3837,You shall see/ I will be back.,    a
5218504,3131,So long earthlings!,    a
5223394,2973,We'll be here waiting for you/ Kim Jong-Il.,    n
5226367,1727,All right you guys. I hate to break up this little party,    n
5228184,2686,but there is still a lot of bad guys out there.,    n
5230780,3837,Well then let's go show the bad guys that the police are back in force.,    n
5235000,5466,Fuck yeah!,    j
5240467,3835,-=TLF-DivX subTeam=- Listening (English subtitle): rasputin Listenin/Translation/Adjusting: KeKe,    m
5244303,3838,improved by curious,    m
5248224,10655,TLF subTeam Presents. Thank you for viewing TLF Chinese subtitle website http://tlfsubs.eastgame.net,    m
